ID	Document
D561	algorithme utilisateur web precision systeme pertinent index moteur indexation resultat requete
D562	requete utilisateur indexation document information
D563	classement collection information web document terme
D564	recherche document terme collection algorithme utilisateur moteur precision indexation inverse texte rappel
D565	classement utilisateur systeme terme index pertinent algorithme document recherche indexation
D566	resultat systeme terme texte algorithme web inverse classement document collection index
D567	recherche moteur terme texte algorithme index indexation systeme resultat rappel document
D568	algorithme indexation index pertinent recherche rappel inverse
D569	requete terme index recherche classement rappel document
D570	rappel requete inverse index classement utilisateur collection systeme precision
D571	indexation classement information collection pertinent rappel systeme precision inverse utilisateur moteur
D572	inverse precision classement index web systeme recherche
D573	indexation terme utilisateur web pertinent rappel document requete moteur
